"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"85+ years"	"85+"	"South Carolina"	"45"	"2011"	"2011"	Suppressed	73604	Suppressed
	"85+ years"	"85+"	"South Carolina"	"45"	"2012"	"2012"	Suppressed	76103	Suppressed
	"85+ years"	"85+"	"South Carolina"	"45"	"2013"	"2013"	Suppressed	78726	Suppressed
	"85+ years"	"85+"	"South Carolina"	"45"	"2014"	"2014"	Suppressed	80384	Suppressed
	"85+ years"	"85+"	"South Carolina"	"45"	"2015"	"2015"	Suppressed	82256	Suppressed
	"85+ years"	"85+"	"South Carolina"	"45"	"2016"	"2016"	Suppressed	84148	Suppressed
	"85+ years"	"85+"	"South Carolina"	"45"	"2017"	"2017"	Suppressed	86373	Suppressed
	"85+ years"	"85+"	"South Carolina"	"45"	"2018"	"2018"	Suppressed	88975	Suppressed
	"85+ years"	"85+"	"South Dakota"	"46"	"2007"	"2007"	Suppressed	18234	Suppressed
	"85+ years"	"85+"	"South Dakota"	"46"	"2008"	"2008"	Suppressed	18511	Suppressed
	"85+ years"	"85+"	"South Dakota"	"46"	"2009"	"2009"	Suppressed	18931	Suppressed
	"85+ years"	"85+"	"South Dakota"	"46"	"2010"	"2010"	Suppressed	19226	Suppressed
	"85+ years"	"85+"	"South Dakota"	"46"	"2011"	"2011"	Suppressed	19865	Suppressed
	"85+ years"	"85+"	"South Dakota"	"46"	"2012"	"2012"	Suppressed	20171	Suppressed
	"85+ years"	"85+"	"South Dakota"	"46"	"2013"	"2013"	Suppressed	20620	Suppressed
	"85+ years"	"85+"	"South Dakota"	"46"	"2014"	"2014"	Suppressed	20871	Suppressed
	"85+ years"	"85+"	"South Dakota"	"46"	"2015"	"2015"	Suppressed	21368	Suppressed
	"85+ years"	"85+"	"South Dakota"	"46"	"2016"	"2016"	Suppressed	21516	Suppressed
	"85+ years"	"85+"	"South Dakota"	"46"	"2017"	"2017"	Suppressed	20781	Suppressed
	"85+ years"	"85+"	"South Dakota"	"46"	"2018"	"2018"	Suppressed	20991	Suppressed
	"85+ years"	"85+"	"Tennessee"	"47"	"2007"	"2007"	Suppressed	92178	Suppressed
	"85+ years"	"85+"	"Tennessee"	"47"	"2008"	"2008"	Suppressed	94272	Suppressed
	"85+ years"	"85+"	"Tennessee"	"47"	"2009"	"2009"	Suppressed	97402	Suppressed
	"85+ years"	"85+"	"Tennessee"	"47"	"2010"	"2010"	Suppressed	99917	Suppressed
	"85+ years"	"85+"	"Tennessee"	"47"	"2011"	"2011"	Suppressed	104171	Suppressed
	"85+ years"	"85+"	"Tennessee"	"47"	"2012"	"2012"	Suppressed	106389	Suppressed
	"85+ years"	"85+"	"Tennessee"	"47"	"2013"	"2013"	Suppressed	108838	Suppressed
	"85+ years"	"85+"	"Tennessee"	"47"	"2014"	"2014"	Suppressed	111140	Suppressed
	"85+ years"	"85+"	"Tennessee"	"47"	"2015"	"2015"	Suppressed	113736	Suppressed
	"85+ years"	"85+"	"Tennessee"	"47"	"2016"	"2016"	Suppressed	115707	Suppressed
	"85+ years"	"85+"	"Tennessee"	"47"	"2017"	"2017"	Suppressed	117903	Suppressed
	"85+ years"	"85+"	"Tennessee"	"47"	"2018"	"2018"	Suppressed	120062	Suppressed
	"85+ years"	"85+"	"Texas"	"48"	"2007"	"2007"	Suppressed	276406	Suppressed
	"85+ years"	"85+"	"Texas"	"48"	"2008"	"2008"	Suppressed	285711	Suppressed
	"85+ years"	"85+"	"Texas"	"48"	"2009"	"2009"	Suppressed	296767	Suppressed
	"85+ years"	"85+"	"Texas"	"48"	"2010"	"2010"	Suppressed	305179	Suppressed
	"85+ years"	"85+"	"Texas"	"48"	"2011"	"2011"	Suppressed	322804	Suppressed
	"85+ years"	"85+"	"Texas"	"48"	"2012"	"2012"	Suppressed	335632	Suppressed
	"85+ years"	"85+"	"Texas"	"48"	"2013"	"2013"	Suppressed	347892	Suppressed
	"85+ years"	"85+"	"Texas"	"48"	"2014"	"2014"	Suppressed	361502	Suppressed
	"85+ years"	"85+"	"Texas"	"48"	"2015"	"2015"	Suppressed	374439	Suppressed
	"85+ years"	"85+"	"Texas"	"48"	"2016"	"2016"	Suppressed	387790	Suppressed
	"85+ years"	"85+"	"Texas"	"48"	"2017"	"2017"	Suppressed	395391	Suppressed
	"85+ years"	"85+"	"Texas"	"48"	"2018"	"2018"	Suppressed	400499	Suppressed
	"85+ years"	"85+"	"Utah"	"49"	"2007"	"2007"	Suppressed	27771	Suppressed
	"85+ years"	"85+"	"Utah"	"49"	"2008"	"2008"	Suppressed	28922	Suppressed
	"85+ years"	"85+"	"Utah"	"49"	"2009"	"2009"	Suppressed	30150	Suppressed
	"85+ years"	"85+"	"Utah"	"49"	"2010"	"2010"	Suppressed	30991	Suppressed
	"85+ years"	"85+"	"Utah"	"49"	"2011"	"2011"	Suppressed	32704	Suppressed
	"85+ years"	"85+"	"Utah"	"49"	"2012"	"2012"	Suppressed	33457	Suppressed
	"85+ years"	"85+"	"Utah"	"49"	"2013"	"2013"	Suppressed	34199	Suppressed
	"85+ years"	"85+"	"Utah"	"49"	"2014"	"2014"	Suppressed	34758	Suppressed
	"85+ years"	"85+"	"Utah"	"49"	"2015"	"2015"	Suppressed	35708	Suppressed
	"85+ years"	"85+"	"Utah"	"49"	"2016"	"2016"	Suppressed	36378	Suppressed
	"85+ years"	"85+"	"Utah"	"49"	"2017"	"2017"	Suppressed	37275	Suppressed
	"85+ years"	"85+"	"Utah"	"49"	"2018"	"2018"	Suppressed	37776	Suppressed
	"85+ years"	"85+"	"Vermont"	"50"	"2007"	"2007"	Suppressed	11741	Suppressed
	"85+ years"	"85+"	"Vermont"	"50"	"2008"	"2008"	Suppressed	12163	Suppressed
	"85+ years"	"85+"	"Vermont"	"50"	"2009"	"2009"	Suppressed	12562	Suppressed
	"85+ years"	"85+"	"Vermont"	"50"	"2010"	"2010"	Suppressed	12797	Suppressed
	"85+ years"	"85+"	"Vermont"	"50"	"2011"	"2011"	Suppressed	13337	Suppressed
	"85+ years"	"85+"	"Vermont"	"50"	"2012"	"2012"	Suppressed	13502	Suppressed
	"85+ years"	"85+"	"Vermont"	"50"	"2013"	"2013"	Suppressed	13838	Suppressed
	"85+ years"	"85+"	"Vermont"	"50"	"2014"	"2014"	Suppressed	14107	Suppressed
	"85+ years"	"85+"	"Vermont"	"50"	"2015"	"2015"	Suppressed	14374	Suppressed
	"85+ years"	"85+"	"Vermont"	"50"	"2016"	"2016"	Suppressed	14283	Suppressed
	"85+ years"	"85+"	"Vermont"	"50"	"2017"	"2017"	Suppressed	14272	Suppressed
	"85+ years"	"85+"	"Vermont"	"50"	"2018"	"2018"	Suppressed	14421	Suppressed
	"85+ years"	"85+"	"Virginia"	"51"	"2007"	"2007"	Suppressed	109781	Suppressed
	"85+ years"	"85+"	"Virginia"	"51"	"2008"	"2008"	Suppressed	113808	Suppressed
	"85+ years"	"85+"	"Virginia"	"51"	"2009"	"2009"	Suppressed	119037	Suppressed
	"85+ years"	"85+"	"Virginia"	"51"	"2010"	"2010"	Suppressed	122403	Suppressed
	"85+ years"	"85+"	"Virginia"	"51"	"2011"	"2011"	Suppressed	128047	Suppressed
	"85+ years"	"85+"	"Virginia"	"51"	"2012"	"2012"	Suppressed	132220	Suppressed
	"85+ years"	"85+"	"Virginia"	"51"	"2013"	"2013"	Suppressed	135747	Suppressed
	"85+ years"	"85+"	"Virginia"	"51"	"2014"	"2014"	Suppressed	138840	Suppressed
	"85+ years"	"85+"	"Virginia"	"51"	"2015"	"2015"	Suppressed	142512	Suppressed
	"85+ years"	"85+"	"Virginia"	"51"	"2016"	"2016"	Suppressed	145327	Suppressed
	"85+ years"	"85+"	"Virginia"	"51"	"2017"	"2017"	Suppressed	148534	Suppressed
	"85+ years"	"85+"	"Virginia"	"51"	"2018"	"2018"	Suppressed	151892	Suppressed
	"85+ years"	"85+"	"Washington"	"53"	"2007"	"2007"	Suppressed	106904	Suppressed
	"85+ years"	"85+"	"Washington"	"53"	"2008"	"2008"	Suppressed	110076	Suppressed
	"85+ years"	"85+"	"Washington"	"53"	"2009"	"2009"	Suppressed	114670	Suppressed
	"85+ years"	"85+"	"Washington"	"53"	"2010"	"2010"	Suppressed	117271	Suppressed
	"85+ years"	"85+"	"Washington"	"53"	"2011"	"2011"	Suppressed	122606	Suppressed
	"85+ years"	"85+"	"Washington"	"53"	"2012"	"2012"	Suppressed	124598	Suppressed
	"85+ years"	"85+"	"Washington"	"53"	"2013"	"2013"	Suppressed	126177	Suppressed
	"85+ years"	"85+"	"Washington"	"53"	"2014"	"2014"	Suppressed	128688	Suppressed
	"85+ years"	"85+"	"Washington"	"53"	"2015"	"2015"	Suppressed	130984	Suppressed
	"85+ years"	"85+"	"Washington"	"53"	"2016"	"2016"	Suppressed	132489	Suppressed
	"85+ years"	"85+"	"Washington"	"53"	"2017"	"2017"	Suppressed	131417	Suppressed
	"85+ years"	"85+"	"Washington"	"53"	"2018"	"2018"	Suppressed	133383	Suppressed
	"85+ years"	"85+"	"West Virginia"	"54"	"2007"	"2007"	Suppressed	33899	Suppressed
	"85+ years"	"85+"	"West Virginia"	"54"	"2008"	"2008"	Suppressed	34325	Suppressed
	"85+ years"	"85+"	"West Virginia"	"54"	"2009"	"2009"	Suppressed	35384	Suppressed
	"85+ years"	"85+"	"West Virginia"	"54"	"2010"	"2010"	Suppressed	35921	Suppressed
	"85+ years"	"85+"	"West Virginia"	"54"	"2011"	"2011"	Suppressed	36894	Suppressed
	"85+ years"	"85+"	"West Virginia"	"54"	"2012"	"2012"	Suppressed	37733	Suppressed
	"85+ years"	"85+"	"West Virginia"	"54"	"2013"	"2013"	Suppressed	38404	Suppressed
	"85+ years"	"85+"	"West Virginia"	"54"	"2014"	"2014"	Suppressed	38735	Suppressed
	"85+ years"	"85+"	"West Virginia"	"54"	"2015"	"2015"	Suppressed	39264	Suppressed
	"85+ years"	"85+"	"West Virginia"	"54"	"2016"	"2016"	Suppressed	39322	Suppressed
	"85+ years"	"85+"	"West Virginia"	"54"	"2017"	"2017"	Suppressed	39810	Suppressed
	"85+ years"	"85+"	"West Virginia"	"54"	"2018"	"2018"	Suppressed	39900	Suppressed
	"85+ years"	"85+"	"Wisconsin"	"55"	"2007"	"2007"	Suppressed	111108	Suppressed
	"85+ years"	"85+"	"Wisconsin"	"55"	"2008"	"2008"	Suppressed	113861	Suppressed
	"85+ years"	"85+"	"Wisconsin"	"55"	"2009"	"2009"	Suppressed	116385	Suppressed
	"85+ years"	"85+"	"Wisconsin"	"55"	"2010"	"2010"	Suppressed	118505	Suppressed
	"85+ years"	"85+"	"Wisconsin"	"55"	"2011"	"2011"	Suppressed	121962	Suppressed
	"85+ years"	"85+"	"Wisconsin"	"55"	"2012"	"2012"	Suppressed	124180	Suppressed
	"85+ years"	"85+"	"Wisconsin"	"55"	"2013"	"2013"	Suppressed	126015	Suppressed
	"85+ years"	"85+"	"Wisconsin"	"55"	"2014"	"2014"	Suppressed	128096	Suppressed
	"85+ years"	"85+"	"Wisconsin"	"55"	"2015"	"2015"	Suppressed	129257	Suppressed
	"85+ years"	"85+"	"Wisconsin"	"55"	"2016"	"2016"	Suppressed	129284	Suppressed
	"85+ years"	"85+"	"Wisconsin"	"55"	"2017"	"2017"	Suppressed	128848	Suppressed
	"85+ years"	"85+"	"Wisconsin"	"55"	"2018"	"2018"	Suppressed	128636	Suppressed
	"85+ years"	"85+"	"Wyoming"	"56"	"2007"	"2007"	Suppressed	7885	Suppressed
	"85+ years"	"85+"	"Wyoming"	"56"	"2008"	"2008"	Suppressed	8151	Suppressed
	"85+ years"	"85+"	"Wyoming"	"56"	"2009"	"2009"	Suppressed	8407	Suppressed
	"85+ years"	"85+"	"Wyoming"	"56"	"2010"	"2010"	Suppressed	8602	Suppressed
	"85+ years"	"85+"	"Wyoming"	"56"	"2011"	"2011"	Suppressed	8933	Suppressed
	"85+ years"	"85+"	"Wyoming"	"56"	"2012"	"2012"	Suppressed	9221	Suppressed
	"85+ years"	"85+"	"Wyoming"	"56"	"2013"	"2013"	Suppressed	9743	Suppressed
	"85+ years"	"85+"	"Wyoming"	"56"	"2014"	"2014"	Suppressed	10047	Suppressed
	"85+ years"	"85+"	"Wyoming"	"56"	"2015"	"2015"	Suppressed	10264	Suppressed
	"85+ years"	"85+"	"Wyoming"	"56"	"2016"	"2016"	Suppressed	10535	Suppressed
	"85+ years"	"85+"	"Wyoming"	"56"	"2017"	"2017"	Suppressed	10509	Suppressed
	"85+ years"	"85+"	"Wyoming"	"56"	"2018"	"2018"	Suppressed	10681	Suppressed
	"Not Stated"	"NS"	"Alabama"	"01"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alabama"	"01"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alabama"	"01"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alabama"	"01"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alabama"	"01"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alabama"	"01"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alabama"	"01"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alabama"	"01"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alabama"	"01"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alabama"	"01"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alabama"	"01"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alabama"	"01"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alaska"	"02"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alaska"	"02"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alaska"	"02"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alaska"	"02"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alaska"	"02"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alaska"	"02"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alaska"	"02"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alaska"	"02"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alaska"	"02"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alaska"	"02"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alaska"	"02"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Alaska"	"02"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arizona"	"04"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arizona"	"04"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arizona"	"04"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arizona"	"04"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arizona"	"04"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arizona"	"04"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arizona"	"04"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arizona"	"04"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arizona"	"04"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arizona"	"04"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arizona"	"04"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arizona"	"04"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arkansas"	"05"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arkansas"	"05"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arkansas"	"05"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arkansas"	"05"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arkansas"	"05"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arkansas"	"05"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arkansas"	"05"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arkansas"	"05"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arkansas"	"05"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arkansas"	"05"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arkansas"	"05"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Arkansas"	"05"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"California"	"06"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"California"	"06"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"California"	"06"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"California"	"06"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"California"	"06"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"California"	"06"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"California"	"06"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"California"	"06"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"California"	"06"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"California"	"06"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"California"	"06"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"California"	"06"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Colorado"	"08"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Colorado"	"08"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Colorado"	"08"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Colorado"	"08"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Colorado"	"08"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Colorado"	"08"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Colorado"	"08"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Colorado"	"08"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Colorado"	"08"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Colorado"	"08"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Colorado"	"08"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Colorado"	"08"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Connecticut"	"09"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Connecticut"	"09"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Connecticut"	"09"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Connecticut"	"09"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Connecticut"	"09"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Connecticut"	"09"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Connecticut"	"09"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Connecticut"	"09"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Connecticut"	"09"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Connecticut"	"09"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Connecticut"	"09"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Connecticut"	"09"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Delaware"	"10"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Delaware"	"10"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Delaware"	"10"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Delaware"	"10"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Delaware"	"10"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Delaware"	"10"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Delaware"	"10"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Delaware"	"10"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Delaware"	"10"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Delaware"	"10"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Delaware"	"10"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Delaware"	"10"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"District of Columbia"	"11"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"District of Columbia"	"11"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"District of Columbia"	"11"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"District of Columbia"	"11"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"District of Columbia"	"11"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"District of Columbia"	"11"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"District of Columbia"	"11"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"District of Columbia"	"11"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"District of Columbia"	"11"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"District of Columbia"	"11"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"District of Columbia"	"11"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"District of Columbia"	"11"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Florida"	"12"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Florida"	"12"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Florida"	"12"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Florida"	"12"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Florida"	"12"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Florida"	"12"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Florida"	"12"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Florida"	"12"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Florida"	"12"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Florida"	"12"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Florida"	"12"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Florida"	"12"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Georgia"	"13"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Georgia"	"13"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Georgia"	"13"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Georgia"	"13"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Georgia"	"13"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Georgia"	"13"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Georgia"	"13"	"2013"	"2013"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Georgia"	"13"	"2014"	"2014"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Georgia"	"13"	"2015"	"2015"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Georgia"	"13"	"2016"	"2016"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Georgia"	"13"	"2017"	"2017"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Georgia"	"13"	"2018"	"2018"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Hawaii"	"15"	"2007"	"2007"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Hawaii"	"15"	"2008"	"2008"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Hawaii"	"15"	"2009"	"2009"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Hawaii"	"15"	"2010"	"2010"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Hawaii"	"15"	"2011"	"2011"	Suppressed	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Hawaii"	"15"	"2012"	"2012"	Suppressed	Not Applicable	Not Applicable
